STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_CONF,OBS_VALUE,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,DATA_SOURCE_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2013,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,616.8653760125239,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2014,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,619.0788564051192,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2015,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,577.8670265698717,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2016,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,711.7667422274039,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2017,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,697.89892583681,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2018,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,849.3179080305118,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2019,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1192.4206672541136,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2020,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1238.906468091095,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2021,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1245.0586719659273,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2022,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,960.4541260117834,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2023,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1185.697695753647,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2024,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,712.9712126285281,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2025,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,484.2031409570333,Annual,Netherlands,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2000,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,67.56666657328606,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2001,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,57.41904783248901,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2002,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,217.6476198782524,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2003,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,147.13650822639465,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2004,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,93.70000016192596,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2005,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,125.136363863945,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2006,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,121.03333369394144,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2007,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,138.56904794772464,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2008,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,118.22380968928336,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2009,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,199.25000030795732,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2010,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,150.37955212344727,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2011,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,255.1333337575197,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2012,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,227.13485536473416,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2013,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,381.89047689338526,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2014,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,523.1238103210926,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2015,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,645.0203916592967,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2016,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,913.9293670182426,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2017,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1143.7857157667477,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2018,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1307.0063516385856,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2019,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1706.0229538621172,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2020,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1919.520753523211,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2021,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,2199.822504050935,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2022,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1564.1507276324762,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2023,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1715.0711608204458,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2024,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,1177.585038756118,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2025,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,616.1451659846375,Annual,Russian Federation,Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2000,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,17.333333373069763,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2001,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,14.666666775941849,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2002,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,107.33333358665308,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2003,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,74.43333368500075,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2004,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,119.61666690806548,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2005,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,184.9833338086804,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2006,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,352.65000085532665,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2007,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,398.7833338280519,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2008,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,514.7000004649162,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2009,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,547.94047678262,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2010,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,637.0000006544093,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2011,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,829.0619052872062,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2012,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,762.4500006139278,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2013,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,758.8619059205054,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2014,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,799.5809534241755,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2015,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,843.4357154170672,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,OECD_AI_PUBS_TOT,_T,_T,_T,NUMBER,_Z,_Z,_Z,2016,MEAN,COUNT,OECD_AI,602,0,A,OECD_AI,PU,768.4595257088542,Annual,"Iran, Islamic Rep.",Number of AI publications,Total,All age ranges or no breakdown by age,Total,Number,Not Applicable,Not Applicable,Not Applicable,Mean,Count (Integer),OECD Artificial Intelligence,CCYY,Units,Normal value,OECD Artificial Intelligence,Public
